"","Total","Media","DesvPad","Minimo","Maximo"
"1",153310.144316747,511.033814389157,52.9892945884334,400.35458427737,856.655357727559
"2",232729.037011818,775.763456706061,623.927433977184,382.636972847493,5460.32844736915
"3",247645.93805501,825.486460183366,703.191800347168,377.154719846431,5460.32844736915
"4",240267.268557744,800.89089519248,649.974131332059,368.398251293255,3937.70420678237
"5",254928.316245704,849.761054152347,684.570570569771,357.677744039772,4239.21971035189
"6",250369.072412144,834.563574707148,689.04805246555,357.677744039772,4239.21971035189
"7",243231.46434315,810.771547810499,626.604098299666,349.160666630235,4049.82911975084
"8",239184.178058491,797.280593528305,621.678194121977,343.372231034261,4042.29479990786
"9",239021.902427969,796.739674759898,674.399320576876,343.372231034261,4335.14799349028
"10",232585.675445184,775.285584817281,626.406155276732,339.381053840126,4533.46152161621
"11",245116.288083952,817.054293613172,661.177971955632,339.381053840126,4699.66225437189
"12",224600.25994991,748.667533166368,587.761045414923,339.381053840126,4699.66225437189
"13",245841.432823911,819.471442746371,778.985469875703,339.381053840126,5190.98146878397
"14",231283.019397419,770.943397991397,660.215885303857,321.725561571235,4176.09310204862
"15",241415.370575208,804.717901917361,659.943540901422,318.828955960695,4874.12446167547
"16",228247.270438426,760.824234794755,612.055955053952,318.828955960695,4125.93547977089
"17",219625.398645802,732.084662152674,551.580466306427,317.990177031049,3787.78209012936
"18",215842.992279244,719.476640930812,575.18950028465,305.747590682129,3664.14603521759
"19",223517.5431857,745.058477285667,680.787853532203,305.747590682129,4422.84929213819
"20",222091.479335395,740.304931117983,626.289732102399,305.747590682129,3829.75450935661
"21",222503.804496079,741.679348320263,576.938240202843,305.747590682129,3655.98458264958
"22",207545.262736224,691.817542454079,563.149529171459,305.747590682129,4567.29571851249
"23",215557.98111994,718.526603733134,563.162055493147,305.747590682129,3838.38546828897
"24",226878.062689255,756.260208964183,683.746199350145,305.747590682129,5837.45209042706
"25",199788.395900706,665.961319669019,481.754613994738,305.747590682129,3463.43406395784
"26",206128.805415233,687.096018050777,513.366050024007,299.892235839093,3058.86374140461
"27",223393.093799271,744.643645997572,609.904538725713,293.897532834964,3637.62403685943
"28",241294.262793899,804.314209312998,668.938265849242,293.897532834964,4042.01433358154
"29",218643.708586197,728.812361953988,584.956497157475,293.897532834964,4193.35055318608
"30",213886.204677464,712.954015591548,606.424304892926,293.897532834964,4965.71304037802
"31",215740.964311928,719.136547706426,625.655502795202,293.897532834964,4090.18671145171
"32",227450.153179611,758.167177265369,559.257677330758,291.563560906664,2815.73510593222
"33",221647.098751423,738.823662504742,541.0365248467,288.119380596648,3646.24186230214
"34",208054.213477131,693.514044923769,499.715434514541,278.411202056387,3121.79744374244
"35",215613.797055467,718.712656851558,586.534454032285,278.411202056387,4186.27564407109
"36",210385.78651584,701.285955052801,557.227500234519,275.505126972741,3806.26511086724
"37",207633.202175363,692.110673917878,568.157797561961,275.505126972741,4513.08441581039
"38",189842.961983197,632.809873277322,461.879674237973,275.505126972741,2585.53363204269
"39",190690.547438085,635.635158126951,467.792507254074,275.505126972741,2458.22763331346
"40",198314.801652561,661.049338841869,485.162519239464,275.505126972741,2758.48177245739
"41",210173.616208675,700.578720695585,578.461603555223,275.505126972741,3364.18320246254
"42",215433.752158145,718.112507193816,657.051359142771,275.505126972741,5458.3883008923
"43",195577.355983631,651.924519945438,607.377743275631,268.475154628919,6140.76059930936
"44",195622.580091482,652.075266971606,572.638085327213,268.475154628919,5161.24836680913
"45",206080.96688593,686.936556286434,617.945208988002,268.475154628919,3766.29112583626
"46",193946.383488194,646.487944960648,532.924837556033,268.475154628919,3589.86788858868
"47",215465.880234603,718.219600782009,620.875478647996,268.475154628919,4139.82454065801
"48",220309.864328414,734.366214428046,716.580999663757,268.475154628919,5621.40480831425
"49",198980.075038701,663.26691679567,555.896087161784,266.700728754212,3566.58503953812
"50",204598.145109581,681.993817031935,594.668792167421,266.700728754212,3087.27602224577
"51",185227.770900494,617.425903001647,550.470279005562,259.30057292099,3913.88625043807
"52",199991.430882628,666.638102942095,537.836945474455,259.30057292099,3440.13834052844
"53",188721.512619899,629.071708732995,503.758846591124,259.30057292099,3575.43685946489
"54",185358.740795089,617.862469316962,505.465713524936,259.30057292099,3712.71418010359
"55",168793.787052964,562.645956843214,422.557191109918,259.30057292099,3447.9067003368
"56",193702.038272534,645.673460908446,585.767291733122,259.30057292099,5003.22476436276
"57",195700.513087468,652.335043624894,628.588816188038,259.30057292099,6593.81136555638
"58",180907.957273509,603.02652424503,449.47125683059,244.866760193403,2344.4075837851
"59",193069.738020653,643.565793402176,536.050770148249,244.866760193403,4039.04121917479
"60",190642.487789857,635.474959299522,522.681486392104,244.866760193403,3557.17337291562
"61",175898.497866429,586.328326221431,468.499426411305,244.866760193403,3198.59760646182
"62",185327.71067262,617.759035575401,489.960921912006,236.630601958746,3572.49259193754
"63",179791.309350008,599.304364500026,516.46831899041,236.630601958746,4154.3027892177
"64",181233.611662604,604.112038875347,529.83352536498,236.630601958746,4129.75092882998
"65",195771.222605959,652.570742019863,605.804199839597,236.630601958746,4355.94466283586
"66",201969.832526286,673.23277508762,586.651942986523,236.630601958746,4814.5241526728
"67",185784.74678783,619.282489292768,504.560524889713,236.630601958746,3276.91626066996
"68",182949.045112445,609.830150374816,542.987984097056,236.630601958746,3183.20297781023
"69",187477.586514186,624.925288380618,561.204318125691,236.630601958746,3970.08189085995
"70",171723.546993447,572.411823311491,472.610889569737,236.630601958746,3185.10694917233
"71",157902.113155077,526.340377183589,391.195930660603,236.630601958746,2692.82410497308
"72",192823.227672845,642.744092242818,636.26675917018,236.630601958746,6668.3099397489
"73",198854.918699308,662.849728997692,608.142209771661,236.630601958746,4248.20205070606
"74",203660.33154979,678.867771832633,618.45475469519,236.630601958746,4023.20688166459
"75",192671.145622311,642.237152074371,607.64156080421,236.630601958746,3968.43532195242
"76",187968.558631932,626.561862106441,565.122685745227,236.630601958746,3968.43532195242
"77",202119.869876658,673.73289958886,636.260031616478,236.630601958746,4425.70241508813
"78",181930.970203587,606.43656734529,499.746776318841,236.630601958746,3625.7520118486
"79",178569.572045237,595.231906817457,517.78627854347,236.630601958746,3578.33357585711
"80",172015.141184223,573.383803947409,447.904292821462,236.630601958746,3601.60092897572
"81",169562.779517726,565.209265059085,456.09559992005,236.630601958746,3640.71243138929
"82",168440.557846199,561.468526153996,488.386567583412,236.630601958746,4896.6249995966
"83",179323.776966471,597.745923221572,479.111587948263,236.630601958746,3616.46898566378
"84",198282.531434618,660.941771448726,653.039376662567,236.630601958746,4278.72843051659
"85",187486.116398823,624.953721329408,537.068780131064,236.630601958746,3154.5688418519
"86",174699.61272738,582.332042424601,464.820195471557,236.630601958746,3155.22051938621
"87",170365.462131698,567.884873772327,439.759890926013,236.630601958746,2814.50574258424
"88",168646.577346931,562.155257823105,432.986194260563,236.630601958746,3657.80168918386
"89",177579.653072009,591.932176906696,492.365710323209,236.630601958746,4662.19490168156
"90",183668.810835367,612.229369451223,497.579071196315,236.630601958746,3514.40821221504
"91",198089.586776184,660.29862258728,694.637753276829,236.630601958746,7191.05158493319
"92",190303.313535498,634.344378451661,511.767701812145,236.630601958746,3425.05169069867
"93",189314.00452053,631.046681735098,457.187110394522,236.630601958746,2457.18900858987
"94",198965.200903934,663.217336346446,542.739916652909,236.630601958746,3627.96046648864
"95",185984.577158199,619.94859052733,546.729013568791,236.630601958746,4051.48112755532
"96",181932.03612726,606.4401204242,463.240330422908,236.630601958746,3183.47700088254
"97",183013.954044407,610.046513481357,493.585035112279,236.630601958746,3446.593172884
"98",188591.166539726,628.637221799087,481.378870643548,236.630601958746,3356.54749950153
"99",206031.287470548,686.77095823516,614.742564805613,236.630601958746,3820.01425775547
"100",174506.457488472,581.688191628241,569.190136808395,236.630601958746,4655.00632277947
"101",189737.558326586,632.458527755287,634.350833768,236.630601958746,4655.00632277947
"102",178186.153522432,593.953845074772,530.613195093309,236.630601958746,3574.39065000501
"103",175267.627678449,584.225425594829,519.1870410805,236.630601958746,3457.25411761992
"104",188784.186779,629.280622596668,599.387169582714,236.630601958746,5436.39046679159
"105",172823.125208061,576.077084026869,519.14831182224,236.630601958746,4818.51228228188
"106",168527.15388972,561.757179632401,509.985012358894,236.630601958746,3526.47566410077
"107",165313.892959135,551.046309863782,441.009522376423,236.630601958746,2966.76133418705
"108",155168.802591233,517.229341970778,379.132443236734,236.630601958746,2155.8186198857
"109",153380.139052529,511.267130175096,359.676922079421,233.342162559372,2225.17625198534
"110",157330.857310546,524.436191035154,474.630158646039,233.342162559372,4709.37617248964
"111",159692.285129659,532.307617098863,412.275471091877,233.342162559372,2910.14857397002
"112",166244.680661504,554.148935538346,449.894213772425,230.042007382201,3323.8710125263
"113",167691.037442438,558.970124808127,484.048209440248,230.042007382201,4054.16828301374
"114",180734.481938718,602.44827312906,499.866903584953,230.042007382201,2969.09243840899
"115",169848.873943594,566.162913145312,478.809301465802,230.042007382201,3320.22999009093
"116",160259.290305967,534.197634353224,423.87309916713,230.042007382201,3918.34618577423
"117",164585.639765059,548.618799216862,409.265280737702,230.042007382201,3262.34861425339
"118",178045.323080849,593.484410269498,555.950070261655,230.042007382201,4796.90787798711
"119",166186.048237722,553.953494125739,471.630940638414,230.042007382201,3382.22497826931
"120",160815.680777572,536.052269258574,416.736455724813,230.042007382201,3492.40319392232
"121",153795.18662685,512.650622089499,400.594447701489,230.042007382201,3611.7748533697
"122",149782.56769758,499.275225658601,370.506122283759,230.042007382201,2597.55248446469
"123",152323.702288801,507.745674296003,390.109161187312,230.042007382201,2458.49960002629
"124",157292.027810573,524.306759368577,442.712179738909,230.042007382201,4290.87452284912
"125",160094.91351844,533.649711728133,421.827452163878,230.042007382201,2590.77774301337
"126",149560.753293806,498.535844312687,358.857947523772,230.042007382201,2058.64580009706
"127",143345.036350168,477.816787833893,357.257689046262,230.042007382201,2741.04870527549
"128",152348.185680497,507.827285601658,383.653380816351,228.470267052852,2741.04870527549
"129",146629.359942699,488.764533142331,388.039469929783,220.277736716347,2741.04870527549
"130",147668.830482487,492.229434941624,387.725281284638,220.277736716347,2419.14816516738
"131",152292.860628549,507.642868761829,377.724110975294,220.277736716347,3791.43720784807
"132",167438.17432196,558.127247739868,495.650040702461,220.277736716347,3791.43720784807
"133",147117.933375564,490.393111251881,376.322646781378,220.277736716347,1962.4648865773
"134",141887.854129958,472.959513766527,325.017082122176,220.277736716347,1782.17496197385
"135",165231.516152271,550.771720507571,401.75748016915,220.277736716347,2281.95160944535
"136",161780.614151954,539.268713839848,447.249798360701,220.277736716347,3401.36588734412
"137",146838.549898708,489.461832995694,379.315506759162,220.277736716347,2832.57011153956
"138",141970.214591818,473.234048639393,340.661248452144,220.277736716347,2474.94870143803
"139",145035.147516525,483.450491721749,426.091360606684,220.277736716347,3492.39398237841
"140",150747.911844163,502.493039480545,474.80514975672,220.277736716347,3879.30137019714
"141",145536.096155988,485.12032051996,389.830113782418,220.277736716347,2484.48922548183
"142",140412.347589243,468.04115863081,362.038419436153,220.277736716347,2856.84576145706
"143",145729.178400027,485.763928000089,357.702407154489,220.277736716347,2016.5882935896
"144",145993.718248513,486.645727495045,359.657339517654,220.277736716347,2185.60545087301
"145",139778.032942695,465.926776475648,344.315762959157,220.277736716347,2236.76347426146
"146",157013.034853894,523.376782846313,559.82723754578,220.277736716347,7118.67120016382
"147",156377.012166821,521.256707222738,489.374698246296,220.277736716347,5721.10632062084
"148",148493.115498235,494.977051660785,462.769461738812,220.277736716347,5721.10632062084
"149",141071.25261146,470.237508704865,348.947625579912,220.277736716347,2221.88095156631
"150",130663.957204658,435.546524015528,321.697412595585,212.711539702904,2450.97259902674
"151",129420.782673166,431.402608910554,317.188001367808,212.711539702904,2246.58757153066
"152",132465.86594395,441.552886479835,327.602606332305,212.711539702904,2329.22225517746
"153",140567.447280823,468.558157602744,379.150696129475,212.711539702904,3130.35150737531
"154",136313.690183688,454.378967278961,322.944078675005,212.711539702904,1743.57176862511
"155",151593.869857617,505.31289952539,417.614813970317,212.711539702904,2823.45713458446
"156",147338.250078099,491.127500260329,400.549278236825,212.711539702904,1996.7651669093
"157",144503.20514197,481.677350473233,360.710517103074,212.711539702904,2316.02151835946
"158",134829.891406895,449.432971356315,333.848403688419,212.711539702904,1946.84522041764
"159",132270.997647937,440.903325493122,294.138222105317,212.711539702904,1688.07173220852
"160",128012.856611603,426.709522038678,313.984085883438,212.711539702904,2723.19428879207
"161",136135.465086537,453.784883621791,338.35294955955,212.711539702904,2031.42632594614
"162",134862.878332085,449.542927773617,328.249212122677,212.711539702904,2155.72685836031
"163",140558.563688479,468.528545628265,367.641911753166,212.711539702904,2233.13187299496
"164",140239.139888051,467.463799626838,410.92946601772,212.711539702904,2881.61366690511
"165",137820.168122144,459.400560407145,385.267825303216,212.711539702904,3119.3090289102
"166",147402.620790639,491.342069302131,431.687202806992,212.711539702904,3116.84363391779
"167",141936.616897991,473.122056326635,378.416213411611,212.711539702904,3116.84363391779
"168",131185.696623797,437.285655412657,326.533475996019,212.711539702904,2349.31161932886
"169",125715.103868986,419.050346229953,303.351971817431,212.711539702904,2547.86717500843
"170",128540.947009534,428.469823365114,319.487167393796,212.711539702904,2716.5815424934
"171",137118.292686443,457.060975621475,333.645316322391,212.711539702904,2737.87165982219
"172",134686.092690841,448.953642302802,364.147171536528,212.711539702904,3576.35572179232
"173",135013.463097403,450.044876991342,340.612987093648,212.711539702904,2077.28521709057
"174",139148.884919521,463.829616398403,381.987798595957,212.711539702904,3507.99242503745
"175",154490.842281887,514.969474272955,435.982440008144,212.711539702904,2310.63535288964
"176",162231.670654328,540.772235514426,469.946441516152,212.711539702904,2603.21600625066
"177",150709.847528234,502.366158427446,385.9131381875,212.711539702904,2185.30334747926
"178",147071.997964512,490.23999321504,398.497926087905,212.711539702904,2705.83779235257
"179",139559.308901293,465.197696337642,349.365891497398,212.711539702904,2139.02046783393
"180",147715.178874197,492.383929580657,469.024347007016,212.711539702904,5502.98233719679
"181",140108.582986942,467.028609956473,366.430494659272,212.711539702904,2672.85512030663
"182",141789.471984387,472.631573281291,501.048089405364,212.711539702904,5753.25395479153
"183",139220.130566531,464.067101888436,361.416870749954,212.711539702904,2627.34052405486
