"","Total","Media","DesvPad","Minimo","Maximo"
"1",-729449.745029926,-36.4724872514963,14.5033684907042,-0.876766267802161,-80.6476501122976
"2",-609836.332859698,-30.4918166429849,12.8451800141661,-0.215581609643584,-80.1063711652251
"3",-511331.550677112,-25.5665775338556,11.5441035796189,-0.157016729259009,-80.1063711652251
"4",-426199.929486733,-21.3099964743366,10.3710864193199,-0.0281618489243858,-79.3847399062678
"5",-355874.695121705,-17.7937347560852,9.63735153680459,-0.0226921326145373,-77.6906091223357
"6",-295188.013658783,-14.7594006829392,8.85128099357078,-0.0226921326145373,-75.8367969724519
"7",-244795.621548112,-12.2397810774056,8.13987485365277,-0.0140768541821927,-75.9335402818123
"8",-201386.362439555,-10.0693181219778,7.41908800951789,-0.0097865502173935,-77.5676889348701
"9",-167507.586350289,-8.37537931751445,7.04915367237641,-0.0023910674528711,-65.6791058190186
"10",-142974.481603203,-7.14872408016013,6.96128697147548,-0.00239106745285866,-65.8912699632307
"11",-120862.69163002,-6.043134581501,6.77517831229409,-0.00239106745285866,-71.7750004170851
"12",-103577.004824432,-5.17885024122162,6.5823825464756,-0.00239106745285866,-65.4595902214839
"13",-90482.3934712066,-4.52411967356033,6.58001330332405,-0.00239106745285866,-72.4417421872803
"14",-80831.6028174027,-4.04158014087013,6.59273817020137,-0.00239106632086639,-67.2830485886006
"15",-72272.2722347291,-3.61361361173646,6.55302149081523,-0.00148801724761682,-70.7594132345413
"16",-64744.6690289123,-3.23723345144561,6.36063777190486,-0.00116234246536706,-65.1336170846491
"17",-59246.2319970352,-2.96231159985176,6.38469126580143,-0.0008798447131948,-65.1336170846491
"18",-52981.1254943584,-2.64905627471792,6.28923386436238,-0.000776197620760755,-59.7176044474052
"19",-49640.3838960526,-2.48201919480263,6.35244728510447,-0.000347660767863189,-68.4448904338908
"20",-45081.2571817848,-2.25406285908924,6.2118679643839,-0.000355071424321451,-63.3427722697723
"21",-40913.357854313,-2.04566789271565,6.10046567007332,-8.88741854261355e-05,-54.5520544143897
"22",-38934.1965722677,-1.94670982861339,6.10910758154383,-1.85989881789084e-05,-53.5488942310323
"23",-38295.9785283858,-1.91479892641929,6.29062881881398,-1.85989881789084e-05,-64.2734199232782
"24",-37993.7061676488,-1.89968530838244,6.31503458087856,-1.85989881789084e-05,-52.5370252465958
"25",-37879.6557172176,-1.89398278586088,6.39226947411184,-1.85989881789084e-05,-52.5554582080282
"26",-36890.2141271407,-1.84451070635704,6.34164724725594,-1.86017799972404e-05,-54.1350210583621
"27",-37164.1823263902,-1.85820911631951,6.40768484947022,-5.69457028909426e-06,-52.5506270658547
"28",-35002.3242050595,-1.75011621025297,6.1487780797927,-2.3064663174921e-06,-52.5511993942168
"29",-35008.3882377613,-1.75041941188806,6.16513075105624,-2.3064663174921e-06,-52.5372255901721
"30",-35256.1592338167,-1.76280796169084,6.22197049802435,-6.20442857979242e-07,-54.6220188788732
"31",-34783.0558474287,-1.73915279237144,6.17761042070037,-1.7645170071745e-06,-58.1892081733197
"32",-35799.5691611203,-1.78997845805601,6.31712343295399,-2.16489404181175e-07,-57.1170237462964
"33",-35798.4319738039,-1.7899215986902,6.35771344625444,-1.7645170071745e-06,-55.3654406808895
"34",-35445.3856915089,-1.77226928457544,6.18744405195873,-1.73371021716662e-06,-52.5526183313422
"35",-34475.6308635607,-1.72378154317803,6.12976875781242,-1.67684925145295e-06,-52.5269982682919
"36",-34210.5755048664,-1.71052877524332,6.18024996121177,-8.96681235929009e-08,-52.5407341898025
"37",-35139.8577561937,-1.75699288780968,6.2251702931337,-1.64268399771572e-07,-52.5630764417986
"38",-34552.3605684857,-1.72761802842429,6.10696563840598,-1.08508046992029e-09,-53.8694946788298
"39",-34040.1011633924,-1.70200505816962,6.06993917714051,-1.0849685594394e-09,-53.9417939769775
"40",-34589.0596330352,-1.72945298165176,6.1486673570914,-1.0849685594394e-09,-52.5433611771442
"41",-33786.5943175002,-1.68932971587501,6.08563028528803,-1.08499165207832e-09,-53.2760688509912
"42",-34318.9965320313,-1.71594982660156,6.2103431393737,-1.08640385576564e-09,-60.1675786727141
"43",-34226.1779049195,-1.71130889524597,6.13097487193967,-1.08495790129837e-09,-62.4683255646036
"44",-34918.3504765302,-1.74591752382651,6.21311361251564,-9.00902463740749e-10,-53.1895574097951
"45",-34204.9295379495,-1.71024647689748,6.18431026291939,-9.00902463740749e-10,-53.1895574097951
"46",-34740.5363107993,-1.73702681553996,6.22607277494486,-9.00902463740749e-10,-53.6133869764174
"47",-33334.929513238,-1.6667464756619,6.06100368563896,-3.01338687336283e-09,-58.4929604954482
"48",-33380.0553850665,-1.66900276925332,5.95549522259847,-1.24406263068977e-09,-52.5449023154878
"49",-33611.7216319729,-1.68058608159865,6.01476757576876,-1.24406263068977e-09,-57.607614266618
"50",-34137.3576757702,-1.70686788378851,6.07748127627043,-2.81648482314267e-10,-57.607614266618
"51",-36384.9791764777,-1.81924895882389,6.33634941801305,-2.81648482314267e-10,-52.5303440098894
"52",-35138.6278790495,-1.75693139395248,6.25254844380181,-2.81648482314267e-10,-57.4094572504746
"53",-34660.7766610554,-1.73303883305277,6.23888206527601,-2.81648482314267e-10,-62.4989424685502
"54",-34121.6367877135,-1.70608183938567,6.16978881792388,-3.85398379876278e-11,-62.4989424685502
"55",-35466.3073544403,-1.77331536772201,6.22624095627042,-3.85398379876278e-11,-58.5648640559167
"56",-34039.619068978,-1.7019809534489,6.13843303090815,-3.77955444719191e-11,-57.3359012672471
"57",-34294.707651528,-1.7147353825764,6.20972303518414,-3.77955444719191e-11,-57.7930047492873
"58",-33953.9842675561,-1.69769921337781,6.14042053217961,-3.24078541780182e-11,-57.3443062744094
"59",-35714.7374405362,-1.78573687202681,6.23051239314772,-4.9915627187147e-13,-52.5318392475681
"60",-34505.0560336032,-1.72525280168016,6.11708709805258,-4.9915627187147e-13,-52.5277001699977
"61",-34535.1423586511,-1.72675711793256,6.1014038584844,-4.84945417156268e-13,-52.5377605393564
"62",-34361.7982512961,-1.7180899125648,6.20811343720681,-4.84945417156268e-13,-52.52484853086
"63",-34893.9287119603,-1.74469643559801,6.19401071018323,-4.84945417156268e-13,-52.5111375888625
"64",-35506.4942782761,-1.77532471391381,6.30793398778185,-4.84945417156268e-13,-62.4929160824493
"65",-34327.7900384712,-1.71638950192356,6.09920045348318,-4.84945417156268e-13,-55.9565342735626
"66",-33764.1997016008,-1.68820998508004,6.09008101749397,-4.84945417156268e-13,-57.5003241542608
"67",-35489.1415200874,-1.77445707600437,6.25259305902597,-4.84945417156268e-13,-53.6525914500662
"68",-35116.9496366144,-1.75584748183072,6.21599867480533,-4.84945417156268e-13,-52.524367384464
"69",-32534.0011050536,-1.62670005525268,5.96288424901116,-4.84945417156268e-13,-64.3186356160914
"70",-34267.3838679896,-1.71336919339948,6.12277487623722,-4.49418280368263e-13,-57.3062741523838
"71",-34033.1240530728,-1.70165620265364,6.12298342844878,-5.91526827520283e-13,-70.9825086583014
"72",-34961.3592526865,-1.74806796263432,6.20581821316206,-8.88178419700125e-14,-58.3096991397041
"73",-35556.1131352519,-1.77780565676259,6.31696361828408,-8.88178419700125e-14,-64.3142982991605
"74",-35564.7554771925,-1.77823777385963,6.32691721952289,-4.44089209850063e-14,-64.3142982991605
"75",-34103.7071556635,-1.70518535778318,6.13086022123059,-8.88178419700125e-14,-52.5428098381413
"76",-34109.14123573,-1.7054570617865,6.1348917514283,-7.8159700933611e-14,-57.3796617208206
"77",-33982.2107501828,-1.69911053750914,6.11837838903093,-4.44089209850063e-14,-62.4919561852835
"78",-32952.7590610334,-1.64763795305167,6.03198236576784,-3.90798504668055e-14,-61.6701064858259
"79",-33648.8745290935,-1.68244372645467,6.08521997139162,-1.59872115546023e-14,-61.6701308433157
"80",-35569.8500849109,-1.77849250424554,6.25276387834815,-3.90798504668055e-14,-52.5366008522897
"81",-34895.5817880959,-1.7447790894048,6.18705637827846,-5.6843418860808e-14,-52.5534248388171
"82",-35734.5089434393,-1.78672544717196,6.24939390163816,-1.4210854715202e-14,-54.2606239983874
"83",-34964.6308879766,-1.74823154439883,6.19413844922042,-1.4210854715202e-14,-57.1597124623527
"84",-34239.3986727085,-1.71196993363543,6.11161300085789,-1.4210854715202e-14,-61.0790718981614
"85",-33819.7470592985,-1.69098735296493,6.10564676593447,-1.06581410364015e-14,-52.5302057918911
"86",-34978.5004646215,-1.74892502323107,6.30777964384131,0,-53.8309289641555
"87",NA,NA,NA,NA,NA
"88",NA,NA,NA,NA,NA
"89",NA,NA,NA,NA,NA
"90",NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA
"104",NA,NA,NA,NA,NA
"105",NA,NA,NA,NA,NA
"106",NA,NA,NA,NA,NA
"107",NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA
"109",NA,NA,NA,NA,NA
"110",NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA
"112",NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA
"114",NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA
"116",NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,NA
"118",NA,NA,NA,NA,NA
"119",NA,NA,NA,NA,NA
"120",NA,NA,NA,NA,NA
"121",NA,NA,NA,NA,NA
"122",NA,NA,NA,NA,NA
"123",NA,NA,NA,NA,NA
"124",NA,NA,NA,NA,NA
"125",NA,NA,NA,NA,NA
"126",NA,NA,NA,NA,NA
"127",NA,NA,NA,NA,NA
"128",NA,NA,NA,NA,NA
"129",NA,NA,NA,NA,NA
"130",NA,NA,NA,NA,NA
"131",NA,NA,NA,NA,NA
"132",NA,NA,NA,NA,NA
"133",NA,NA,NA,NA,NA
"134",NA,NA,NA,NA,NA
"135",NA,NA,NA,NA,NA
"136",NA,NA,NA,NA,NA
"137",NA,NA,NA,NA,NA
"138",NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA
"140",NA,NA,NA,NA,NA
"141",NA,NA,NA,NA,NA
"142",NA,NA,NA,NA,NA
"143",NA,NA,NA,NA,NA
"144",NA,NA,NA,NA,NA
"145",NA,NA,NA,NA,NA
"146",NA,NA,NA,NA,NA
"147",NA,NA,NA,NA,NA
"148",NA,NA,NA,NA,NA
"149",NA,NA,NA,NA,NA
"150",NA,NA,NA,NA,NA
